Rank,Name,Year,Genre,Publisher
8658,Mugen Souls,2012,Role-Playing,Nippon Ichi Software
8659,Yakuza Kiwami,2016,Adventure,Sega
8660,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,1998,Misc,Syscom
8661,"BCFX: The Black College Football Xperience, The Doug Williams Edition",2009,Sports,Aspyr
8662,FIFA Soccer 97,1996,Sports,Electronic Arts
8664,Psychic Force,1996,Fighting,Acclaim Entertainment
8665,Trigger Man,2004,Shooter,Play It
8666,Bomberman Land Touch! 2,2007,Puzzle,Rising Star Games
8668,The Godfather: Blackhand Edition,2007,Adventure,Electronic Arts
8669,StarBlade α,1995,Shooter,Sony Computer Entertainment
8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,2008,Strategy,Namco Bandai Games
8672,Monster House,2006,Adventure,THQ
8674,Backyard Sports: Sandlot Sluggers,2010,Sports,Atari
8676,Arcade Zone,2009,Misc,Activision
8678,7th Dragon III Code: VFD,2015,Role-Playing,Sega
8680,Culdcept,2012,Misc,Nintendo
8685,Halo Triple Pack,2005,Shooter,Microsoft Game Studios
8686,Street Racer,1996,Racing,Ubisoft
8689,Arcana Heart,2007,Fighting,AQ Interactive
8692,Infected,2005,Shooter,THQ
8693,Battlestar Galactica,2003,Shooter,Vivendi Games
8695,Kingdom Hearts: Birth by Sleep - Final Mix,2011,Role-Playing,Square Enix
8696,Bust-A-Move Bash!,2007,Puzzle,505 Games
8697,Block Party,2008,Misc,Activision
8698,Toriko: Gourmet Monsters!,2012,Role-Playing,Namco Bandai Games
8699,The Incredible Hulk: The Pantheon Saga,1996,Action,Eidos Interactive
8701,Megamind: Ultimate Showdown,2010,Action,THQ
8702,The Idolm@ster 2,2011,Misc,Namco Bandai Games
8703,Space Camp,2009,Action,Activision
8704,Imagine: Music Fest,2009,Simulation,Ubisoft
8706,Senran Kagura: Sh?jo-tachi no Shinei,2011,Action,Marvelous Interactive
8709,Jurassic Park: The Game,N/A,Action,Unknown
8710,He-Man: Power of Grayskull,2002,Action,TDK Mediactive
8711,WordJong,2007,Puzzle,White Park Bay Software
8712,Putty Squad,2013,Platform,System 3
8713,Polaris SnoCross,2000,Racing,Vatical Entertainment
8714,Wing Commander III: Heart of the Tiger,1996,Action,Electronic Arts
8718,Muppet RaceMania,1999,Racing,Sony Computer Entertainment
8719,Namco Museum Vol.5,1996,Misc,Sony Computer Entertainment
8720,Courier Crisis,1997,Racing,BMG Interactive Entertainment
8721,Bleach: Dark Souls,2007,Fighting,Sega
8722,The Oregon Trail,2011,Simulation,Crave Entertainment
8723,Digimon Battle Spirit 2,2003,Fighting,Namco Bandai Games
8724,Winning Post 3,1998,Racing,Tecmo Koei
8725,FIFA 06: Road to FIFA World Cup,2005,Sports,Electronic Arts
8726,Driven,2001,Racing,BAM! Entertainment
8729,"Warhammer 40,000: Fire Warrior",2003,Shooter,THQ
8731,James Noir's Hollywood Crimes,2011,Adventure,Ubisoft
8734,MTV Music Generator 2,2001,Misc,Codemasters
8735,The Quest Trio,2008,Puzzle,Avanquest
8737,Space Invaders Extreme,2008,Shooter,Square Enix
8739,Paris-Dakar Rally,2001,Racing,Acclaim Entertainment
8741,Dragon Ball Z: Harukanaru Densetsu (JP sales),2007,Role-Playing,Namco Bandai Games
8742,Atelier Iris: Eternal Mana,2004,Role-Playing,Tecmo Koei
8743,Blinx 2: Masters of Time & Space,2004,Platform,Microsoft Game Studios
8748,Deponia,2012,Adventure,Daedalic
8749,Harvest Moon: The Lost Valley,2014,Simulation,Natsume
8750,Knockout Kings 2003,2002,Sports,Electronic Arts
8754,Jewel Quest Solitaire,2009,Puzzle,GSP
8756,Digimon World 4,2005,Role-Playing,Atari
8758,Disney's Story Studio: Disney's Mulan,1999,Misc,Sony Computer Entertainment
8759,Klax,1989,Puzzle,Atari
8760,Pressure Cooker,1982,Action,Activision
8761,Saturn Bomberman,1996,Puzzle,Sega
8762,Home Run,N/A,Sports,Atari
8763,Jikkyou Powerful Pro Yakyuu Portable,2006,Sports,Konami Digital Entertainment
8766,Sonny with a Chance,2010,Action,Disney Interactive Studios
8768,Farm Frenzy: Animal Country,2009,Simulation,City Interactive
8769,Kingdom Under Fire: Heroes,2005,Strategy,Deep Silver
8772,Cartoon Network Collection: Game Boy Advance Video Special Edition,2005,Misc,N/A
8773,Naruto Shippuden: Legends: Akatsuki Rising,2009,Fighting,Namco Bandai Games
8775,Streak: Hoverboard Racing,1998,Racing,GT Interactive
8776,Samurai Warriors: Katana,2007,Action,Tecmo Koei
8777,Project Sylpheed: Arc of Deception,2006,Shooter,Microsoft Game Studios
8778,Enthusia Professional Racing,2005,Racing,Konami Digital Entertainment
8780,Get On Da Mic,2004,Misc,Eidos Interactive
8781,Heroes of Mana,2007,Strategy,Square Enix
8783,Army Men: Sarge's War,2004,Shooter,Global Star
8784,Horse Life Adventures,2008,Simulation,Deep Silver
8785,Amagami,2011,Adventure,Kadokawa Shoten
8787,Jikkyou Powerful Pro Yakyuu 2009,2009,Sports,Konami Digital Entertainment
8788,Blazing Angels 2: Secret Missions of WWII,2007,Simulation,Ubisoft
8791,Kidou Senkan Nadesico,1997,Strategy,Sega
8792,Tears to Tiara II: Heir of the Overlord,2013,Role-Playing,Nippon Ichi Software
8796,The Secret Saturdays: Beasts of the 5th Sun,2009,Action,D3Publisher
8797,Countdown: The Game,2009,Puzzle,Mindscape
8798,Active Life Explorer,2010,Sports,Namco Bandai Games
8799,MLB Power Pros 2008,2008,Sports,Konami Digital Entertainment
8800,The Fairly Odd Parents: Clash with the Anti-World,2005,Adventure,THQ
8801,Theatrhythm Dragon Quest,2015,Misc,Square Enix
8803,Naruto: Powerful Shippuden,2012,Platform,Namco Bandai Games
8804,Disney's The Lion King: Simba's Mighty Adventure,2000,Action,Activision
8805,Family Party: Fitness Fun,2010,Sports,D3Publisher
8808,Metal Slug Anthology,2006,Shooter,Ignition Entertainment
8811,All Japan Pro Wrestling featuring Virtua,1997,Fighting,Sega
8812,Rudra no Hihou,1996,Role-Playing,SquareSoft
8813,Gundam Breaker 2,2014,Action,Namco Bandai Games
8815,Cake Mania: In The Mix!,2008,Puzzle,Majesco Entertainment
8816,Zoids: Battle Legends,2003,Action,Tomy Corporation
8818,Serious Sam,2002,Shooter,Take-Two Interactive
8819,Kowloon's Gate,1997,Adventure,Sony Computer Entertainment
8820,Killer7,2005,Action,Capcom
8821,Kingdom of Paradise,2005,Role-Playing,Sony Computer Entertainment
8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,2010,Puzzle,Astragon
8824,The Sims Medieval: Pirates and Nobles,2011,Simulation,Electronic Arts
8826,Super Monkey Ball Adventure,2006,Platform,Sega
8827,Kids Learn Math: A+ Edition,2011,Misc,Unknown
8829,Build-A-Bear Workshop: Welcome to Hugsville,2010,Misc,Game Factory
8831,Final Fantasy XI: Vana'diel Collection 2008,2007,Role-Playing,Square Enix
8832,Suzumiya Haruhi no Yakusoku,2007,Adventure,Namco Bandai Games
8833,Shadow Ops: Red Mercury,2004,Shooter,Atari
8834,Indigo Prophecy,2005,Adventure,Atari
8835,Mind Zero,2013,Role-Playing,GungHo
8836,World League Soccer,1991,Sports,Imagineer
8840,Ultimate Board Game Collection,2007,Misc,Xplosiv
8842,Samurai Shodown Anthology,2008,Fighting,Ignition Entertainment
8844,Musashi: Samurai Legend,2005,Role-Playing,Atari
8845,Saint Seiya: Soldiers' Soul,2015,Fighting,Namco Bandai Games
8847,Castlevania: Lords of Shadow - Mirror of Fate,2013,Action,Konami Digital Entertainment
8849,Fantasia: Music Evolved,2014,Misc,Disney Interactive Studios
8850,Pokémon: Johto Photo Finish: Game Boy Advance Video,2004,Misc,N/A
8851,F1 2001,2001,Racing,Electronic Arts
8852,The Legend of Heroes: Trails of Cold Steel II,2014,Role-Playing,Nippon Ichi Software
8854,J-League Victory Goal,1995,Sports,Sega
8856,Oreshika: Tainted Bloodlines,2014,Role-Playing,Sony Computer Entertainment
8857,White Knight Chronicles: Origins,2011,Role-Playing,Sony Computer Entertainment
8858,Return to PopoloCrois: A Story of Seasons Fairytale,2015,Simulation,Marvelous Entertainment
8859,Spongebob Squarepants / Fairly Odd Parents Double Pack,2005,Action,THQ
8860,History Civil War: Secret Missions,2008,Shooter,Activision
8863,Derby Stallion 64,2001,Sports,Media Factory
8864,Doraemon 3: Nobi Dai no Machi SOS!,2000,Platform,Epoch
8865,Space Station Silicon Valley,1997,Adventure,Take-Two Interactive
8866,Dark Rift,1997,Fighting,Vic Tokai
8867,Tokyo Xanadu,2015,Role-Playing,Nihon Falcom Corporation
8870,Petz: Dogz Talent Show,2009,Simulation,Ubisoft
8871,T'ai Fu: Wrath of the Tiger,1998,Action,Activision
8875,Sam & Max: Season One,2008,Adventure,JoWood Productions
8878,Candace Kane's Candy Factory,2008,Action,Destineer
8883,Pro Yaky? Spirits 6,2009,Sports,Konami Digital Entertainment
8884,Star Trek: Voyager Elite Force,2001,Shooter,Codemasters
8886,Brain Boost: Gamma Wave,2005,Puzzle,505 Games
8888,Rock Band: Metal Track Pack,2009,Misc,MTV Games
8889,Chessmaster II,1998,Strategy,Mindscape
8892,Winning Post 4,1999,Sports,Tecmo Koei
8894,DreamWorks Super Star Kartz,2011,Racing,Activision
8895,Pro Baseball Spirits 2015,2015,Action,Konami Digital Entertainment
8896,187: Ride or Die,2005,Racing,Ubisoft
8898,Strawberry Shortcake: Game Boy Advance Video Volume 1,2004,Misc,N/A
8900,Geist,2005,Adventure,Nintendo
8901,eJay Clubworld,N/A,Misc,Empire Interactive
8902,Cardinal Syn,1998,Fighting,Sony Computer Entertainment
8903,Charm Girls Club: Pajama Party,2009,Misc,Electronic Arts
8905,The Wizard of Oz: Beyond The Yellow Brick Road,2008,Role-Playing,D3Publisher
8906,Mobile Suit Gundam Side Story III: Sabakareshi Mono,1997,Shooter,Namco Bandai Games
8907,Ridge Racer DS,2004,Racing,Namco Bandai Games
8909,Nancy Drew: The White Wolf of Icicle Creek,2008,Adventure,Sega
8911,Metal Gear Solid: Peace Walker HD Edition,2011,Action,Konami Digital Entertainment
8912,Battle Stadium D.O.N,2006,Fighting,Namco Bandai Games
8913,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,2000,Sports,Konami Digital Entertainment
8914,Brain Boost: Beta Wave,2005,Puzzle,505 Games
8915,Power Pro Kun Pocket 9,2006,Sports,Konami Digital Entertainment
8916,Rubik's World,2008,Puzzle,Game Factory
8917,Gallop & Ride!,2008,Sports,THQ
8921,Fugitive Hunter: War on Terror,2003,Shooter,Play It
8924,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,2011,Adventure,Banpresto
8925,Baseball Blast!,2009,Sports,Take-Two Interactive
8928,Harvest Moon: Hero of Leaf Valley,2009,Simulation,Rising Star Games
8933,Kung-Fu: High Impact,2011,Action,Black Bean Games
8935,Darkstalkers Chronicle: The Chaos Tower,2004,Fighting,Capcom
8938,Toy Story Racer,2001,Racing,Activision
8941,Disney's Donald Duck: Goin' Quackers,2000,Platform,Ubisoft
8942,Mobile Suit Gundam: Perfect One Year War,1997,Strategy,Namco Bandai Games
8943,Galerians,1999,Adventure,Crave Entertainment
8945,DrumMania,2000,Simulation,Konami Digital Entertainment
8946,Yu-Gi-Oh! Nightmare Troubadour (US sales),2005,Action,Konami Digital Entertainment
8947,Code:Realize - Sousei no Himegimi,2014,Adventure,Idea Factory
8948,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,2013,Action,Nippon Columbia
8951,Tamagotchi no Narikiri Channel,2009,Role-Playing,Namco Bandai Games
8952,Power Pro Kun Pocket 1+2,2004,Sports,Konami Digital Entertainment
8955,Medal of Honor: Infiltrator,2003,Shooter,Electronic Arts
8957,Blazing Dragons,1996,Adventure,Crystal Dynamics
8958,Geometry Wars: Galaxies,2007,Shooter,Vivendi Games
8961,Shin Chan: ¡Aventuras de Cine!,2008,Platform,505 Games
8963,High Velocity Bowling,2010,Sports,Sony Computer Entertainment
8964,Tamagotchi Collection,2011,Misc,Namco Bandai Games
8965,Pac-Man Party 3D,2011,Misc,Namco Bandai Games
8966,"NewU Fitness First Mind Body, Yoga & Pilates Workout",2010,Sports,Black Bean Games
8968,Turbo Prop Racing,1997,Racing,Sony Computer Entertainment
8969,Barbie Superpack: Secret Agent / Groovy Games,2005,Misc,Vivendi Games
8971,Dance Dance Revolution (North America),2001,Simulation,Konami Digital Entertainment
8973,Mad Dash Racing,2001,Racing,Eidos Interactive
8974,Dreamworks 2-in-1 Party Pack,2010,Misc,Activision
8975,Summon Night 5,2013,Role-Playing,Namco Bandai Games
8976,MotoGP 2: Ultimate Racing Technology,2001,Racing,Sony Computer Entertainment
8977,Black * Rock Shooter: The Game,2011,Role-Playing,Unknown
8978,Travel Games For Dummies,2008,Misc,Electronic Arts
8979,BMX XXX,2002,Sports,Acclaim Entertainment
8980,SafeCracker: The Ultimate Puzzle Adventure,2009,Puzzle,The Adventure Company
8983,Sonic Advance & Sonic Pinball Party Combo Pack,2005,Misc,Sega
8984,Boktai: The Sun is in Your Hand,2003,Role-Playing,Konami Digital Entertainment
8986,Making History: The Great War,2010,Strategy,Namco Bandai Games
8987,Drawn to Life Collection,2010,Misc,THQ
8988,Guilty Gear X2 #Reload,2004,Fighting,Zoo Digital Publishing
8989,Wizardry VII: Gadeia no Houshu,1995,Role-Playing,Sony Computer Entertainment
8991,Moshi Monsters: Katsuma Unleashed,2013,Action,Activision
8992,Elf: The Movie,2004,Action,Crave Entertainment
8993,Metal Slug 7,2008,Shooter,Ignition Entertainment
8995,Tamagotchi no Appare! Niji Venture,2007,Role-Playing,Namco Bandai Games
8996,Grabbed by the Ghoulies,2003,Action,Microsoft Game Studios
8997,Ys: The Oath in Felghana,2010,Role-Playing,Falcom Corporation
8998,Shadow Hearts: From The New World,2005,Role-Playing,Ghostlight
8999,Mega Man Powered Up,2006,Platform,Capcom
9000,CSI: 3 Dimensions of Murder,2007,Adventure,Ubisoft
9001,Barbarian,2002,Fighting,Titus
9002,QuickSpot,2006,Misc,Namco Bandai Games
9003,Deception IV: Blood Ties,2014,Action,Tecmo Koei
9004,Tennis no Oji-Sama: Aim at The Victory!,2002,Sports,Konami Digital Entertainment
9006,"Lunar 2: Eternal Blue(sales, but wrong system)",1994,Role-Playing,Game Arts
9007,Where the Wild Things Are,2009,Platform,Warner Bros. Interactive Entertainment
9008,Pipe Dreams 3D,2001,Puzzle,Empire Interactive
9009,Derby Stallion Gold,2014,Sports,Kadokawa Shoten
9010,Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action,D3Publisher
9011,Lost Dimension,2014,Role-Playing,Nippon Ichi Software
9012,Fox Sports Golf '99,1997,Sports,Gremlin Interactive Ltd
9014,Power Rangers: Super Legends,2007,Action,Disney Interactive Studios
9015,Sakura Wars GB,2000,Adventure,Media Factory
9016,Shining Force CD,1994,Strategy,Sega
9017,Rayman 3,2003,Platform,Ubisoft
9018,Fatal Frame,2001,Action,Wanadoo
9019,The Fifth Element,1998,Action,Sony Computer Entertainment
9021,Fast Food Panic,2010,Simulation,Nobilis
9022,Diner Dash: Flo on the Go,2009,Puzzle,Zoo Games
9023,Adrenalin Misfits,2010,Racing,Konami Digital Entertainment
9024,Okaeri! Chibi-Robo! Happy Richie Oosouji,2009,Adventure,Nintendo
9025,Wild ARMs 4,2005,Role-Playing,505 Games
9026,Haunted House,2010,Action,Atari
9029,Casper: Spirit Dimensions,2001,Platform,TDK Mediactive
9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),2008,Role-Playing,Namco Bandai Games
9031,Sengoku Musou 3 Empires,2011,Action,Tecmo Koei
9032,Dream Pinball 3D,2008,Misc,SouthPeak Games
9033,Thunder Truck Rally,1997,Racing,Psygnosis
9035,Klonoa: Empire of Dreams,2001,Platform,Infogrames
9037,Dragon Age: Origins - Ultimate Edition,2010,Role-Playing,Electronic Arts
9038,Balloon Pop,2009,Puzzle,UFO Interactive
9040,Iron & Blood,1996,Fighting,Acclaim Entertainment
9041,Asphalt: Urban GT 2,2006,Racing,Ubisoft
9043,Second Sight,2004,Adventure,Codemasters
9046,Phantom Brave,2004,Role-Playing,Tecmo Koei
9047,Just Cause,2006,Action,Eidos Interactive
9048,ArmA II,2009,Shooter,505 Games
9049,Championship Motocross 2001 featuring Ricky Carmichael,2001,Racing,THQ
9050,Kenka Banchou 5: Otoko no Housoku,2011,Action,Spike
9051,Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,Warner Bros. Interactive Entertainment
9052,Doshin the Giant,2002,Simulation,Nintendo
9053,Shrek 2 and Shark Tale 2-in-1 Pack,2005,Misc,Activision
9054,Star Ocean: Blue Sphere,2001,Role-Playing,Enix Corporation
9055,Mojo!,2003,Puzzle,Mindscape
9056,Destroy All Humans! Big Willy Unleashed,2008,Action,THQ
9057,Age of Empires: Collector's Edition,2000,Strategy,Ubisoft
9059,Kamen Rider Ryuki,2002,Action,Namco Bandai Games
9060,Front Mission Alternative,1997,Strategy,SquareSoft
9061,World Championship Poker: Howard Lederer - All In,2006,Misc,505 Games
9063,Cave Story 3D,2011,Platform,Nippon Ichi Software
9065,Super Dodgeball Brawlers,2008,Sports,Arc System Works
9066,Victorious Boxers: Revolution,2007,Fighting,Ubisoft
9067,Record of Agarest War 2,2010,Role-Playing,Compile Heart
9068,SBK 2011: FIM Superbike World Championship,2011,Racing,Black Bean Games
9069,Power Stone,1998,Fighting,Eidos Interactive
9070,Jonny Moseley Mad Trix,2001,Sports,3DO
9072,Uta no * Prince-Sama: Repeat,2011,Adventure,Broccoli
9073,Senran Kagura Burst: Guren no Sh?jo-tachi,2012,Action,Marvelous Entertainment
9074,MTV Music Generator 3: This Is the Remix,2004,Misc,Codemasters
9075,Cake Mania 3,2009,Simulation,Majesco Entertainment
9076,.hack//Link,2010,Role-Playing,Namco Bandai Games
9081,Class of Heroes,2008,Role-Playing,Acquire
9082,Yogi Bear: The Video Game,2010,Action,D3Publisher
9083,Our House Party!,N/A,Simulation,Unknown
9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,2004,Role-Playing,Namco Bandai Games
9085,Cranium Kabookii,2007,Misc,Ubisoft
9086,Hero's Saga Laevatein Tactics,2008,Role-Playing,GungHo
9089,TRINITY: Souls of Zill O'll,2010,Role-Playing,Ubisoft Annecy
9090,Mary-Kate and Ashley: Winners Circle,2001,Action,Acclaim Entertainment
9091,PaRappa The Rapper 2,2001,Misc,Sony Computer Entertainment
9092,Hexyz Force,2009,Role-Playing,Atlus
9093,OutRun 2,2004,Racing,Sega
9097,Soukaigi,1998,Role-Playing,SquareSoft
9098,Naruto Shippuden: Ninja Destiny 3,2006,Fighting,D3Publisher
9099,Xevious 3D/G+,1997,Shooter,Sony Computer Entertainment
9100,Pipe Mania,2008,Puzzle,Empire Interactive
9101,Gretzky NHL 06,2005,Sports,Sony Computer Entertainment
9102,Shonen Jump's Shaman King: Master of Spirits,2004,Role-Playing,Konami Digital Entertainment
9103,PANGYA: Fantasy Golf,2009,Sports,Takara Tomy
9105,Sumikko Gurashi: Omise Hajimerundesu,2015,Action,Nippon Columbia
9106,Pirates: The Legend of Black Kat,2002,Adventure,Electronic Arts
9107,Fur Fighters: Viggo's Revenge,2001,Action,Acclaim Entertainment
9108,Krull,1982,Action,Atari
9109,Yu-Gi-Oh! Monster Capture GB,2000,Role-Playing,Konami Digital Entertainment
9113,The Da Vinci Code,2006,Action,Take-Two Interactive
9115,Mr. Driller: Drill Spirits,2004,Puzzle,Nintendo
9116,Arctic Tale,2007,Adventure,Zoo Digital Publishing
9119,Anno 1701: Dawn of Discovery,2007,Simulation,Touchstone
9124,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,1998,Adventure,Sunsoft
9125,Naruto RPG 2: Chidori vs Rasengan,2005,Role-Playing,Tomy Corporation
9126,Destruction Derby Raw,2000,Racing,Sony Computer Entertainment
9127,Project V6,1998,Strategy,General Entertainment
9128,Farming Simulator 2012,2012,Action,Excalibur Publishing
9129,NFL Head Coach 09,2008,Sports,Electronic Arts
9130,World Tour Soccer 2003,2002,Sports,Sony Computer Entertainment
9131,Akiba's Trip,2011,Adventure,Acquire
9132,Bravo Air Race,1997,Racing,THQ
9133,Onimusha Essentials,2008,Action,Capcom
9135,Gundam: The Battle Master,1997,Fighting,Namco Bandai Games
9137,¡Shin Chan Flipa en colores!,2007,Platform,505 Games
9139,Eternal Poison,2008,Role-Playing,Banpresto
9140,Lord of the Rings: Tactics,2005,Strategy,Electronic Arts
9141,X-Blades,2009,Action,SouthPeak Games
9143,Gungrave: Overdose,2004,Shooter,Play It
9144,Kidou Senshi Gundam: Shin Gihren no Yabou,2011,Strategy,Namco Bandai Games
9146,Your Shape: Fitness Evolved 2013,2012,Action,Ubisoft
9147,My Fitness Coach: Club,2011,Sports,Ubisoft
9148,NBA ShootOut 2002,2001,Sports,Sony Computer Entertainment
9149,SingStar Vol. 3,2008,Misc,Sony Computer Entertainment
9150,The Granstream Saga,1997,Role-Playing,Sony Computer Entertainment
9151,Scene It? Bright Lights! Big Screen!,2009,Misc,Warner Bros. Interactive Entertainment
9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",2007,Role-Playing,Nippon Ichi Software
9154,Micro Machines 64 Turbo,1999,Racing,Codemasters
